Altersgruppe, Meldedatum, value, difference, trend
5-14, 2020-05-09, 3.3, -0.0524, -0.0001
5-14, 2020-05-10, 3.1, -0.0524, -0.0001
5-14, 2020-05-11, 3, -0.4848, -0.0009
5-14, 2020-05-12, 3.2, 0.0655, 0.0003
5-14, 2020-05-13, 3.2, 0.0524, 0.0003
5-14, 2020-05-14, 3.1, 0.0786, 0.0004
5-14, 2020-05-15, 2.9, 0.131, 0.0007
5-14, 2020-05-16, 2.8, -0.5503, -0.001
5-14, 2020-05-17, 2.9, -0.2883, -0.0005
5-14, 2020-05-18, 3, -0.0655, -0.0001
5-14, 2020-05-19, 3, -0.3669, -0.0007
5-14, 2020-05-20, 2.8, -0.249, -0.0005
5-14, 2020-05-21, 3, -0.0786, -0.0001
5-14, 2020-05-22, 3, -0.2359, -0.0004
5-14, 2020-05-23, 2.8, 0.1179, 0.0006
5-14, 2020-05-24, 2.7, 0.1048, 0.0006
5-14, 2020-05-25, 2.5, -0.3276, -0.0006
5-14, 2020-05-26, 2.3, -0.3538, -0.0007
5-14, 2020-05-27, 2.6, -0.4848, -0.0009
5-14, 2020-05-28, 2.4, -0.4062, -0.0008
5-14, 2020-05-29, 2.5, -0.3407, -0.0006
5-14, 2020-05-30, 2.6, -0.0917, -0.0002
5-14, 2020-05-31, 2.9, -0.1048, -0.0002
5-14, 2020-06-01, 3, 0.3538, 0.0019
5-14, 2020-06-02, 2.9, 0.3538, 0.0019
5-14, 2020-06-03, 2.6, 0.2621, 0.0014
5-14, 2020-06-04, 2.6, 0.0131, 0.0001
5-14, 2020-06-05, 3, 0.2097, 0.0011
5-14, 2020-06-06, 2.9, 0.1703, 0.0009
5-14, 2020-06-07, 2.7, -0.0655, -0.0001
5-14, 2020-06-08, 2.7, -0.2752, -0.0005
5-14, 2020-06-09, 2.9, 0.0524, 0.0003
5-14, 2020-06-10, 3.1, 0.4193, 0.0022
5-14, 2020-06-11, 3.2, 0.5503, 0.0029
5-14, 2020-06-12, 2.9, , 
5-14, 2020-06-13, 3, -0.0131, 
5-14, 2020-06-14, 3.3, 0.1966, 0.001
5-14, 2020-06-15, 3.2, 0.4062, 0.0022
5-14, 2020-06-16, 3, 0.2752, 0.0015
5-14, 2020-06-17, 3.2, -0.0393, -0.0001
5-14, 2020-06-18, 3.4, 0.0131, 0.0001
5-14, 2020-06-19, 3.8, 0.9041, 0.0048
5-14, 2020-06-20, 4.6, 1.1007, 0.0059
5-14, 2020-06-21, 4.7, 0.9303, 0.005
5-14, 2020-06-22, 4.8, 1.4676, 0.0078
5-14, 2020-06-23, 5.2, 1.9655, 0.0105
5-14, 2020-06-24, 5.2, 2.0703, 0.011
5-14, 2020-06-25, 4.8, 1.5724, 0.0084
5-14, 2020-06-26, 4.4, 0.7338, 0.0039
5-14, 2020-06-27, 4, -0.0131, 
5-14, 2020-06-28, 3.7, -0.3145, -0.0006
5-14, 2020-06-29, 3.7, -1.1269, -0.0021
5-14, 2020-06-30, 3.6, -1.7165, -0.0032
5-14, 2020-07-01, 3.5, -1.6379, -0.0031
5-14, 2020-07-02, 3.6, -1.2972, -0.0024
5-14, 2020-07-03, 3.5, -0.9565, -0.0018
5-14, 2020-07-04, 3.1, -0.9172, -0.0017
5-14, 2020-07-05, 3.1, -0.5897, -0.0011
5-14, 2020-07-06, 3, -0.5897, -0.0011
5-14, 2020-07-07, 3, -0.38, -0.0007
5-14, 2020-07-08, 3, -0.4062, -0.0008
5-14, 2020-07-09, 3, -0.4455, -0.0008
5-14, 2020-07-10, 3, -0.2883, -0.0005
5-14, 2020-07-11, 2.9, -0.0786, -0.0001
5-14, 2020-07-12, 2.9, -0.0262, 
5-14, 2020-07-13, 2.9, -0.1179, -0.0002
5-14, 2020-07-14, 2.6, -0.3014, -0.0006
5-14, 2020-07-15, 2.9, -0.38, -0.0007
5-14, 2020-07-16, 3, -0.0917, -0.0002
5-14, 2020-07-17, 3.2, 0.131, 0.0007
5-14, 2020-07-18, 3.4, 0.4979, 0.0027
5-14, 2020-07-19, 3.6, 0.4848, 0.0026
5-14, 2020-07-20, 3.8, 0.8255, 0.0044
5-14, 2020-07-21, 3.9, 1.0745, 0.0057
5-14, 2020-07-22, 3.7, 0.8517, 0.0045
5-14, 2020-07-23, 3.9, 0.5765, 0.0031
5-14, 2020-07-24, 4.3, 0.6814, 0.0036
5-14, 2020-07-25, 4.7, 0.7862, 0.0042
5-14, 2020-07-26, 4.7, 0.8648, 0.0046
5-14, 2020-07-27, 4.5, 0.5372, 0.0029
5-14, 2020-07-28, 4.7, 0.6552, 0.0035
5-14, 2020-07-29, 5.3, 1.3759, 0.0073
5-14, 2020-07-30, 5.3, 1.769, 0.0094
5-14, 2020-07-31, 5.5, 1.3628, 0.0073
5-14, 2020-08-01, 5.5, 1.1007, 0.0059
5-14, 2020-08-02, 5.8, 1.0483, 0.0056
5-14, 2020-08-03, 5.9, 1.5462, 0.0083
5-14, 2020-08-04, 6.1, 1.4021, 0.0075
5-14, 2020-08-05, 6.2, 0.9303, 0.005
5-14, 2020-08-06, 6.8, 0.7338, 0.0039
5-14, 2020-08-07, 7.3, 1.4283, 0.0076
5-14, 2020-08-08, 7.9, 2.0965, 0.0112
5-14, 2020-08-09, 8.3, 2.28, 0.0122
5-14, 2020-08-10, 8.5, 2.4503, 0.0131
5-14, 2020-08-11, 9.2, 2.7124, 0.0145
5-14, 2020-08-12, 10, 3.3938, 0.0181
5-14, 2020-08-13, 11.1, 4.0752, 0.0217
5-14, 2020-08-14, 11.8, 3.8917, 0.0208
5-14, 2020-08-15, 12.2, 3.8393, 0.0205
5-14, 2020-08-16, 12.3, 3.4462, 0.0184
5-14, 2020-08-17, 12.6, 3.3938, 0.0181
5-14, 2020-08-18, 13.1, 3.2234, 0.0172
5-14, 2020-08-19, 13.3, 2.8303, 0.0151
5-14, 2020-08-20, 12.9, 1.4807, 0.0079
5-14, 2020-08-21, 12.5, 0.6421, 0.0034
5-14, 2020-08-22, 12.7, 0.5372, 0.0029
5-14, 2020-08-23, 12.4, 0.5503, 0.0029
5-14, 2020-08-24, 12.5, 0.3014, 0.0016
5-14, 2020-08-25, 12.3, -0.5897, -0.0011
5-14, 2020-08-26, 12.1, -0.8255, -0.0016
5-14, 2020-08-27, 11.9, -0.629, -0.0012
5-14, 2020-08-28, 11.8, -0.2359, -0.0004
5-14, 2020-08-29, 11.2, -1.4152, -0.0027
5-14, 2020-08-30, 11.1, -1.3497, -0.0025
5-14, 2020-08-31, 11, -1.6772, -0.0032
5-14, 2020-09-01, 10.2, -1.7296, -0.0033
5-14, 2020-09-02, 9.7, -2.2538, -0.0042
5-14, 2020-09-03, 8.9, -2.6862, -0.0051
5-14, 2020-09-04, 8.9, -2.9614, -0.0056
5-14, 2020-09-05, 9.2, -2.1883, -0.0041
5-14, 2020-09-06, 9.6, -1.8869, -0.0036
5-14, 2020-09-07, 9.8, -1.3497, -0.0025
5-14, 2020-09-08, 10.4, 0.2097, 0.0011
5-14, 2020-09-09, 10.7, 0.6159, 0.0033
5-14, 2020-09-10, 11.2, 2.1228, 0.0113
5-14, 2020-09-11, 11.2, 2.2014, 0.0117
5-14, 2020-09-12, 11, 1.8738, 0.01
5-14, 2020-09-13, 10.9, 1.3365, 0.0071
5-14, 2020-09-14, 10.8, 0.9303, 0.005
5-14, 2020-09-15, 10.4, -0.5241, -0.001
5-14, 2020-09-16, 10.5, 0.0393, 0.0002
5-14, 2020-09-17, 10.7, -0.4062, -0.0008
5-14, 2020-09-18, 11.3, -0.4717, -0.0009
5-14, 2020-09-19, 11.5, -0.0655, -0.0001
5-14, 2020-09-20, 11.6, 0.5372, 0.0029
5-14, 2020-09-21, 11.5, 0.5372, 0.0029
5-14, 2020-09-22, 11.6, 1.4807, 0.0079
5-14, 2020-09-23, 11.5, 0.9959, 0.0053
5-14, 2020-09-24, 11.2, 0.2228, 0.0012
5-14, 2020-09-25, 11.3, 0.131, 0.0007
5-14, 2020-09-26, 12, 0.5897, 0.0031
5-14, 2020-09-27, 12.5, 0.5765, 0.0031
5-14, 2020-09-28, 12.8, 1.0614, 0.0057
5-14, 2020-09-29, 12.9, 1.2186, 0.0065
5-14, 2020-09-30, 13.6, 1.7821, 0.0095
5-14, 2020-10-01, 14.5, 2.5945, 0.0138
5-14, 2020-10-02, 14.8, 3.2365, 0.0173
5-14, 2020-10-03, 14.8, 2.1752, 0.0116
5-14, 2020-10-04, 14.8, 2.3455, 0.0125
5-14, 2020-10-05, 15, 1.8869, 0.0101
5-14, 2020-10-06, 15.3, 1.7034, 0.0091
5-14, 2020-10-07, 16.5, 1.4545, 0.0078
5-14, 2020-10-08, 17.7, 2.1228, 0.0113
5-14, 2020-10-09, 19.1, 3.171, 0.0169
5-14, 2020-10-10, 20.8, 4.6779, 0.025
5-14, 2020-10-11, 22.2, 5.7262, 0.0306
5-14, 2020-10-12, 23.2, 7.0627, 0.0377
5-14, 2020-10-13, 24.8, 8.2945, 0.0443
5-14, 2020-10-14, 25.8, 9.1069, 0.0486
5-14, 2020-10-15, 28, 9.4476, 0.0504
5-14, 2020-10-16, 30.5, 10.5089, 0.0561
5-14, 2020-10-17, 32.3, 11.0593, 0.059
5-14, 2020-10-18, 33.4, 10.5613, 0.0564
5-14, 2020-10-19, 34.4, 10.6531, 0.0569
5-14, 2020-10-20, 36.6, 10.6793, 0.057
5-14, 2020-10-21, 39.6, 11.4786, 0.0613
5-14, 2020-10-22, 43.3, 13.8241, 0.0738
5-14, 2020-10-23, 47.1, 13.5751, 0.0724
5-14, 2020-10-24, 52.1, 17.1131, 0.0913
5-14, 2020-10-25, 57.4, 20.4806, 0.1093
5-14, 2020-10-26, 60, 22.8654, 0.122
5-14, 2020-10-27, 63.7, 24.202, 0.1292
5-14, 2020-10-28, 67.9, 26.1937, 0.1398
5-14, 2020-10-29, 73.6, 25.971, 0.1386
5-14, 2020-10-30, 79, 28.6572, 0.1529
5-14, 2020-10-31, 84.8, 29.273, 0.1562
5-14, 2020-11-01, 86.9, 27.0847, 0.1445
5-14, 2020-11-02, 90.1, 27.8578, 0.1487
5-14, 2020-11-03, 93.1, 26.8096, 0.1431
5-14, 2020-11-04, 96.9, 26.102, 0.1393
5-14, 2020-11-05, 98.3, 22.9703, 0.1226
5-14, 2020-11-06, 101.2, 18.9606, 0.1012
5-14, 2020-11-07, 103.1, 16.3662, 0.0873
5-14, 2020-11-08, 106.4, 16.5234, 0.0882
5-14, 2020-11-09, 106.8, 15.0165, 0.0801
5-14, 2020-11-10, 108.9, 15.0296, 0.0802
5-14, 2020-11-11, 110.3, 12.8807, 0.0687
5-14, 2020-11-12, 113.7, 14.702, 0.0785
5-14, 2020-11-13, 116.6, 16.1172, 0.086
5-14, 2020-11-14, 118.1, 15.8944, 0.0848
5-14, 2020-11-15, 118.3, 13.7062, 0.0731
5-14, 2020-11-16, 117.8, 11.7407, 0.0627
5-14, 2020-11-17, 116.7, 8.7924, 0.0469
5-14, 2020-11-18, 116.7, 6.0538, 0.0323
5-14, 2020-11-19, 119.2, 3.6034, 0.0192
5-14, 2020-11-20, 120.5, 1.9262, 0.0103
5-14, 2020-11-21, 121.6, 1.1007, 0.0059
5-14, 2020-11-22, 121.2, 1.7428, 0.0093
5-14, 2020-11-23, 121.1, 2.4241, 0.0129
5-14, 2020-11-24, 123, 3.4331, 0.0183
5-14, 2020-11-25, 123.9, 6.6827, 0.0357
5-14, 2020-11-26, 122.2, 5.0841, 0.0271
5-14, 2020-11-27, 119.2, 1.9393, 0.0103
5-14, 2020-11-28, 117.5, -1.9262, -0.0036
5-14, 2020-11-29, 117.8, -2.8959, -0.0055
5-14, 2020-11-30, 118.2, -2.2145, -0.0042
5-14, 2020-12-01, 114.8, -3.8131, -0.0072
5-14, 2020-12-02, 113.4, -8.6351, -0.0163
5-14, 2020-12-03, 113.1, -7.8096, -0.0147
5-14, 2020-12-04, 114.6, -5.4772, -0.0103
5-14, 2020-12-05, 115.1, -1.7165, -0.0032
5-14, 2020-12-06, 114.8, -0.249, -0.0005
5-14, 2020-12-07, 115.9, -0.0262, 
5-14, 2020-12-08, 118, 1.7821, 0.0095
5-14, 2020-12-09, 118.8, 5.2938, 0.0283
5-14, 2020-12-10, 121.2, 5.0186, 0.0268
5-14, 2020-12-11, 123.7, 9.382, 0.0501
5-14, 2020-12-12, 127.7, 11.2427, 0.06
5-14, 2020-12-13, 130.1, 12.5138, 0.0668
5-14, 2020-12-14, 130.6, 13.431, 0.0717
5-14, 2020-12-15, 132.5, 11.7276, 0.0626
5-14, 2020-12-16, 135.5, 15.58, 0.0831
5-14, 2020-12-17, 135.4, 13.1427, 0.0701
5-14, 2020-12-18, 133.5, 10.0896, 0.0538
5-14, 2020-12-19, 129.2, 3.1841, 0.017
5-14, 2020-12-20, 127, -1.3365, -0.0025
5-14, 2020-12-21, 126.1, -4.4027, -0.0083
5-14, 2020-12-22, 123.3, -5.2545, -0.0099
5-14, 2020-12-23, 120.1, -14.6889, -0.0277
5-14, 2020-12-24, 117.2, -13.3393, -0.0251
5-14, 2020-12-25, 108.6, -21.2537, -0.04
5-14, 2020-12-26, 97.1, -28.2903, -0.0533
5-14, 2020-12-27, 88.3, -33.4268, -0.063
5-14, 2020-12-28, 84.1, -37.5282, -0.0707
5-14, 2020-12-29, 78, -41.7475, -0.0787
5-14, 2020-12-30, 73.7, -42.455, -0.08
5-14, 2020-12-31, 68.2, -44.4992, -0.0838
5-14, 2021-01-01, 65.1, -40.9613, -0.0772
5-14, 2021-01-02, 62.5, -32.1689, -0.0606
5-14, 2021-01-03, 60.8, -26.2068, -0.0494
5-14, 2021-01-04, 60.2, -23.2192, -0.0437
5-14, 2021-01-05, 60.1, -18.0565, -0.034
5-14, 2021-01-06, 60.6, -14.2827, -0.0269
5-14, 2021-01-07, 59.8, -11.2034, -0.0211
5-14, 2021-01-08, 61.9, -3.3021, -0.0062
5-14, 2021-01-09, 69.9, 5.1496, 0.0275
5-14, 2021-01-10, 75, 11.7144, 0.0625
5-14, 2021-01-11, 75.3, 14.191, 0.0757
5-14, 2021-01-12, 75.4, 15.9468, 0.0851
5-14, 2021-01-13, 73.1, 14.6758, 0.0783
5-14, 2021-01-14, 72.1, 15.1344, 0.0808
5-14, 2021-01-15, 69.8, 8.9496, 0.0478
5-14, 2021-01-16, 66.6, -1.7296, -0.0033
5-14, 2021-01-17, 65.6, -7.7441, -0.0146
5-14, 2021-01-18, 64.4, -10.522, -0.0198
5-14, 2021-01-19, 62.1, -11.9503, -0.0225
5-14, 2021-01-20, 60.1, -11.4393, -0.0216
5-14, 2021-01-21, 57.6, -12.6317, -0.0238
5-14, 2021-01-22, 57.6, -11.2427, -0.0212
5-14, 2021-01-23, 56.5, -8.7793, -0.0165
5-14, 2021-01-24, 55.3, -9.1069, -0.0172
5-14, 2021-01-25, 54.3, -8.2683, -0.0156
5-14, 2021-01-26, 52.7, -8.6482, -0.0163
5-14, 2021-01-27, 52.2, -7.5607, -0.0142
5-14, 2021-01-28, 50.4, -6.3683, -0.012
5-14, 2021-01-29, 47.8, -8.9758, -0.0169
5-14, 2021-01-30, 46.6, -9.8538, -0.0186
5-14, 2021-01-31, 46.2, -8.7007, -0.0164
5-14, 2021-02-01, 46.3, -7.7703, -0.0146
5-14, 2021-02-02, 46.5, -5.8703, -0.0111
5-14, 2021-02-03, 45.2, -6.591, -0.0124
5-14, 2021-02-04, 45.6, -5.3855, -0.0101
5-14, 2021-02-05, 45.9, -1.8214, -0.0034
5-14, 2021-02-06, 45.7, 0.249, 0.0013
5-14, 2021-02-07, 44.7, -0.8386, -0.0016
5-14, 2021-02-08, 43.8, -2.0703, -0.0039
5-14, 2021-02-09, 42.8, -3.7083, -0.007
5-14, 2021-02-10, 41.6, -2.8434, -0.0054
5-14, 2021-02-11, 39.7, -5.0055, -0.0094
5-14, 2021-02-12, 38.2, -6.7876, -0.0128
5-14, 2021-02-13, 37, -8.6614, -0.0163
5-14, 2021-02-14, 35.9, -8.6745, -0.0163
5-14, 2021-02-15, 36.8, -7.0889, -0.0134
5-14, 2021-02-16, 37.4, -5.2152, -0.0098
5-14, 2021-02-17, 37.8, -3.7476, -0.0071
5-14, 2021-02-18, 37.7, -2.0048, -0.0038
5-14, 2021-02-19, 38.4, -0.2097, -0.0004
5-14, 2021-02-20, 39.1, 2.2014, 0.0117
5-14, 2021-02-21, 41.1, 4.6386, 0.0248
5-14, 2021-02-22, 40.8, 4.3372, 0.0231
5-14, 2021-02-23, 41.2, 3.8, 0.0203
5-14, 2021-02-24, 42.3, 4.0621, 0.0217
5-14, 2021-02-25, 44.6, 6.8793, 0.0367
5-14, 2021-02-26, 46.6, 7.4296, 0.0397
5-14, 2021-02-27, 49, 9.0676, 0.0484
5-14, 2021-02-28, 49.8, 8.3731, 0.0447
5-14, 2021-03-01, 50.9, 9.6441, 0.0515
5-14, 2021-03-02, 52.2, 10.5745, 0.0564
5-14, 2021-03-03, 55.7, 11.9372, 0.0637
5-14, 2021-03-04, 58.3, 12.54, 0.0669
5-14, 2021-03-05, 60.4, 13.3262, 0.0711
5-14, 2021-03-06, 63.2, 12.9986, 0.0694
5-14, 2021-03-07, 65.7, 14.1386, 0.0755
5-14, 2021-03-08, 66.2, 14.1255, 0.0754
5-14, 2021-03-09, 67.4, 14.1779, 0.0757
5-14, 2021-03-10, 69, 11.8717, 0.0634
5-14, 2021-03-11, 72.4, 12.7758, 0.0682
5-14, 2021-03-12, 77.2, 14.4531, 0.0771
5-14, 2021-03-13, 80.2, 15.0951, 0.0806
5-14, 2021-03-14, 83.6, 16.7855, 0.0896
5-14, 2021-03-15, 86.1, 18.9868, 0.1013
5-14, 2021-03-16, 88.5, 19.1572, 0.1022
5-14, 2021-03-17, 93.9, 22.7082, 0.1212
5-14, 2021-03-18, 101.7, 25.1454, 0.1342
5-14, 2021-03-19, 106.8, 26.7703, 0.1429
5-14, 2021-03-20, 112.5, 30.5571, 0.1631
5-14, 2021-03-21, 116.8, 31.933, 0.1704
5-14, 2021-03-22, 117.5, 30.5047, 0.1628
5-14, 2021-03-23, 122.1, 31.5399, 0.1683
5-14, 2021-03-24, 129.4, 31.3696, 0.1674
5-14, 2021-03-25, 137.5, 33.204, 0.1772
5-14, 2021-03-26, 147.4, 35.9951, 0.1921
5-14, 2021-03-27, 154.5, 37.633, 0.2008
5-14, 2021-03-28, 160.5, 39.8082, 0.2124
5-14, 2021-03-29, 163.2, 43.4771, 0.232
5-14, 2021-03-30, 164.2, 40.9744, 0.2187
5-14, 2021-03-31, 161.4, 32.8896, 0.1755
5-14, 2021-04-01, 158.6, 21.7123, 0.1159
5-14, 2021-04-02, 153.2, 8.5565, 0.0457
5-14, 2021-04-03, 144.2, -6.1324, -0.0116
5-14, 2021-04-04, 133.4, -22.0268, -0.0415
5-14, 2021-04-05, 131.5, -28.4213, -0.0535
5-14, 2021-04-06, 126.1, -33.6889, -0.0635
5-14, 2021-04-07, 115.6, -39.4413, -0.0743
5-14, 2021-04-08, 110.3, -46.4778, -0.0876
5-14, 2021-04-09, 111, -41.5771, -0.0783
5-14, 2021-04-10, 117, -29.8627, -0.0563
5-14, 2021-04-11, 126.8, -12.0158, -0.0226
5-14, 2021-04-12, 129.3, -4.9531, -0.0093
5-14, 2021-04-13, 135.1, 4.9924, 0.0266
5-14, 2021-04-14, 156.7, 29.9806, 0.16
5-14, 2021-04-15, 171.4, 55.1391, 0.2943
5-14, 2021-04-16, 181.4, 64.6522, 0.345
5-14, 2021-04-17, 189.1, 68.5308, 0.3657
5-14, 2021-04-18, 191, 63.735, 0.3401
5-14, 2021-04-19, 192.1, 61.9267, 0.3305
5-14, 2021-04-20, 195.3, 56.3578, 0.3008
5-14, 2021-04-21, 203.1, 44.4468, 0.2372
5-14, 2021-04-22, 211.4, 37.2399, 0.1987
5-14, 2021-04-23, 215.6, 35.2089, 0.1879
5-14, 2021-04-24, 219.5, 31.1075, 0.166
5-14, 2021-04-25, 223.5, 32.1296, 0.1715
5-14, 2021-04-26, 224.8, 32.5096, 0.1735
5-14, 2021-04-27, 225.1, 33.0337, 0.1763
5-14, 2021-04-28, 217.9, 19.891, 0.1062
5-14, 2021-04-29, 208.1, 0.7862, 0.0042
5-14, 2021-04-30, 200.3, -10.6269, -0.02
5-14, 2021-05-01, 192.8, -23.4682, -0.0442
5-14, 2021-05-02, 186.9, -32.0902, -0.0605
5-14, 2021-05-03, 184, -37.9082, -0.0714
5-14, 2021-05-04, 179, -44.1061, -0.0831
5-14, 2021-05-05, 175, -40.6992, -0.0767
5-14, 2021-05-06, 170.1, -33.1778, -0.0625
5-14, 2021-05-07, 164.1, -34.0427, -0.0641
5-14, 2021-05-08, 159.1, -30.4916, -0.0574
5-14, 2021-05-09, 155.7, -29.5351, -0.0556
5-14, 2021-05-10, 153.1, -29.3909, -0.0554
5-14, 2021-05-11, 151.7, -26.862, -0.0506
5-14, 2021-05-12, 146.9, -26.1806, -0.0493
5-14, 2021-05-13, 142.9, -25.3682, -0.0478
5-14, 2021-05-14, 132.8, -28.2641, -0.0533
5-14, 2021-05-15, 121.4, -34.9075, -0.0658
5-14, 2021-05-16, 115.2, -39.0088, -0.0735
5-14, 2021-05-17, 113.8, -38.6813, -0.0729
5-14, 2021-05-18, 110.8, -39.533, -0.0745
5-14, 2021-05-19, 105.7, -38.8516, -0.0732
5-14, 2021-05-20, 98.6, -41.4985, -0.0782
5-14, 2021-05-21, 97.5, -34.842, -0.0656
5-14, 2021-05-22, 100, -22.0792, -0.0416
5-14, 2021-05-23, 97.4, -15.9993, -0.0301
5-14, 2021-05-24, 94, -18.5806, -0.035
5-14, 2021-05-25, 89, -18.4365, -0.0347
5-14, 2021-05-26, 75.1, -27.5827, -0.052
5-14, 2021-05-27, 66.4, -31.8544, -0.06
5-14, 2021-05-28, 63, -33.5054, -0.0631
5-14, 2021-05-29, 57.2, -40.1751, -0.0757
5-14, 2021-05-30, 53.3, -43.215, -0.0814
5-14, 2021-05-31, 53, -40.9744, -0.0772
5-14, 2021-06-01, 54.1, -36.1392, -0.0681
5-14, 2021-06-02, 57.8, -16.6806, -0.0314
5-14, 2021-06-03, 56.1, -8.3731, -0.0158
5-14, 2021-06-04, 50.6, -11.2165, -0.0211
5-14, 2021-06-05, 45.1, -10.9676, -0.0207
5-14, 2021-06-06, 42, -10.1551, -0.0191
5-14, 2021-06-07, 40.7, -11.6751, -0.022
5-14, 2021-06-08, 40.7, -13.4179, -0.0253
5-14, 2021-06-09, 38.9, -18.9082, -0.0356
5-14, 2021-06-10, 35.3, -20.6772, -0.039
5-14, 2021-06-11, 34.2, -16.0779, -0.0303
5-14, 2021-06-12, 33.8, -11.1379, -0.021
5-14, 2021-06-13, 32.9, -9.0545, -0.0171
5-14, 2021-06-14, 32.4, -8.5303, -0.0161
5-14, 2021-06-15, 30.3, -9.2379, -0.0174
5-14, 2021-06-16, 25.7, -11.7144, -0.0221
5-14, 2021-06-17, 22.7, -11.4, -0.0215
5-14, 2021-06-18, 20, -13.1951, -0.0249
5-14, 2021-06-19, 18.3, -15.1737, -0.0286
5-14, 2021-06-20, 17, -15.7372, -0.0297
5-14, 2021-06-21, 16.2, -15.6193, -0.0294
5-14, 2021-06-22, 15.7, -14.2041, -0.0268
5-14, 2021-06-23, 14.3, -11.1117, -0.0209
5-14, 2021-06-24, 13.2, -9.5262, -0.0179
5-14, 2021-06-25, 12.4, -7.6393, -0.0144
5-14, 2021-06-26, 11.4, -6.6041, -0.0124
5-14, 2021-06-27, 10.8, -6.1717, -0.0116
5-14, 2021-06-28, 10.6, -5.6476, -0.0106
5-14, 2021-06-29, 10, -5.4903, -0.0103
5-14, 2021-06-30, 9.2, -4.7041, -0.0089
5-14, 2021-07-01, 8.7, -4.1014, -0.0077
5-14, 2021-07-02, 8, -4.0752, -0.0077
5-14, 2021-07-03, 7.7, -3.6952, -0.007
5-14, 2021-07-04, 7.4, -3.2496, -0.0061
5-14, 2021-07-05, 7.3, -3.1055, -0.0059
