Week, difference, trend, value
2021-W48, 0.1, 0.0333, 15.8
2021-W49, -1.7, -0.5, 14.1
2021-W50, -3.3, -0.9706, 10.8
2021-W51, -4.5, -1.3235, 6.3
2021-W52, -1.3, -0.3824, 5
2022-W01, 2.8, 0.9333, 7.8
2022-W02, -1.4, -0.4118, 6.4
2022-W03, -0.5, -0.1471, 5.9
2022-W04, 1.3, 0.4333, 7.2
2022-W05, 1.3, 0.4333, 8.5
2022-W06, 1.1, 0.3667, 9.6
2022-W07, -1.1, -0.3235, 8.5
2022-W08, 0.3, 0.1, 8.8
2022-W09, 1.1, 0.3667, 9.9
2022-W10, 0.8, 0.2667, 10.7
2022-W11, -0.1, -0.0294, 10.6
2022-W12, , , 10.6
2022-W13, -1.1, -0.3235, 9.5
2022-W14, -1.3, -0.3824, 8.2
2022-W15, -1.8, -0.5294, 6.4
2022-W16, -1, -0.2941, 5.4
2022-W17, -0.9, -0.2647, 4.5
2022-W18, -0.2, -0.0588, 4.3
2022-W19, -1.1, -0.3235, 3.2
2022-W20, -1.1, -0.3235, 2.1
2022-W21, 0.2, 0.0667, 2.3
2022-W22, -0.1, -0.0294, 2.2
2022-W23, 0.8, 0.2667, 3
2022-W24, 0.8, 0.2667, 3.8
2022-W25, 1.7, 0.5667, 5.5
2022-W26, 0.2, 0.0667, 5.7
2022-W27, 0.2, 0.0667, 5.9
2022-W28, 1, 0.3333, 6.9
2022-W29, 1.7, 0.5667, 8.6
2022-W30, -2.6, -0.7647, 6
2022-W31, -0.1, -0.0294, 5.9
2022-W32, -1.6, -0.4706, 4.3
2022-W33, 0.4, 0.1333, 4.7
2022-W34, -0.7, -0.2059, 4
2022-W35, -0.9, -0.2647, 3.1
2022-W36, 1.1, 0.3667, 4.2
2022-W37, -0.2, -0.0588, 4
2022-W38, 2.3, 0.7667, 6.3
2022-W39, 3, 1, 9.3
2022-W40, 1.4, 0.4667, 10.7
2022-W41, 0.5, 0.1667, 11.2
2022-W42, -0.9, -0.2647, 10.3
2022-W43, -2.1, -0.6176, 8.2
2022-W44, -2.5, -0.7353, 5.7
2022-W45, -0.4, -0.1176, 5.3
2022-W46, 0.2, 0.0667, 5.5
2022-W47, 1, 0.3333, 6.5
2022-W48, 0.6, 0.2, 7.1
2022-W49, 1.1, 0.3667, 8.2
2022-W50, 1, 0.3333, 9.2
2022-W51, -0.2, -0.0588, 9
2022-W52, -0.1, -0.0294, 8.9
2023-W01, -2, -0.5882, 6.9
2023-W02, -3.4, -1, 3.5
2023-W03, -0.9, -0.2647, 2.6
2023-W04, -0.3, -0.0882, 2.3
2023-W05, -0.3, -0.0882, 2
